Age,Avg Monthly GB Download,Avg Monthly Long Distance Charges,City,CLTV,Contract,Device Protection Plan,Gender,Internet Service,Internet Type,Latitude,Longitude,Married,Monthly Charge,Multiple Lines,Number of Dependents,Number of Referrals,Offer,Online Backup,Online Security,Paperless Billing,Partner,Payment Method,Phone Service,Population,Premium Tech Support,Satisfaction Score,Senior Citizen,Streaming Movies,Streaming Music,Streaming TV,Tenure in Months,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Refunds,Total Revenue,Under 30,Unlimited Data,Zip Code,Churn
64,24,24.48,255,4243,0,0,1,1,2,38.683605,-120.811852,0,79.15,1,0,0,0,1,0,1,0,0,1,4426,0,1,0,0,0,0,1,79.15,0,24.48,0.0,103.63,0,1,1312,1
44,30,16.57,880,4643,0,0,0,1,2,41.737962,-123.07557,0,100.0,1,0,0,0,1,0,1,0,0,1,88,0,5,0,1,1,1,33,3320.6,0,546.81,0.0,3867.41,0,1,1547,0
57,0,13.89,439,5764,2,0,0,0,3,33.956445,-118.358634,0,19.55,0,0,0,2,0,0,1,0,0,1,37527,0,5,0,0,0,0,56,1080.55,0,777.84,0.0,1858.39,0,0,95,0
28,59,40.63,873,4154,0,1,0,1,2,38.439696,-122.668817,1,84.5,1,0,1,0,1,0,1,1,0,1,22250,0,1,0,0,1,0,12,916.9,0,487.56,0.0,1404.46,1,1,1199,1
35,0,37.66,68,5984,0,0,0,0,3,33.887676,-118.127289,0,20.35,0,0,0,0,0,0,0,0,1,1,72893,0,3,0,0,0,0,4,77.5,0,150.64,0.0,228.14,0,0,130,1
39,18,28.13,726,5452,1,1,0,1,2,38.859093,-121.182872,0,100.05,1,0,0,0,0,0,1,0,1,1,2048,0,1,0,1,1,1,64,6254.2,0,1800.32,0.0,8054.52,0,1,1347,1
27,0,25.54,649,5939,2,0,0,0,3,33.634626,-117.874882,1,25.6,1,2,1,0,0,0,1,1,1,1,28687,0,5,0,0,0,0,23,514.75,0,587.42,0.0,1102.17,1,0,535,0
61,16,31.35,541,5789,0,0,1,1,2,34.099869,-118.326843,1,99.35,1,1,1,0,1,0,1,1,0,1,30568,0,1,0,1,1,1,47,4749.15,0,1473.45,0.0,6222.6,0,1,24,1
55,17,40.52,800,4296,2,0,0,1,2,40.485849,-124.163234,1,93.7,1,0,2,1,0,0,1,1,0,1,3284,0,3,0,1,1,1,71,6585.35,0,2876.92,0.0,9462.27,0,1,1286,1
52,0,25.92,273,5994,0,0,0,0,3,41.212695,-122.392067,0,20.35,0,0,0,0,0,0,0,0,1,1,2602,0,3,0,0,0,0,2,45.3,0,51.84,0.0,97.14,0,0,1509,0
38,11,44.33,541,5340,0,1,1,1,2,34.039224,-118.266293,0,103.7,1,1,0,0,1,0,1,0,0,1,15140,0,1,0,1,1,1,49,5036.3,0,2172.17,0.0,7208.47,0,1,12,1
43,0,11.02,761,4254,1,0,1,0,3,34.110124,-119.100972,0,19.95,0,0,0,2,0,0,0,0,0,1,25634,0,5,0,0,0,0,48,1004.5,0,528.96,0.0,1533.46,0,0,606,0
23,69,23.02,76,5127,2,1,0,1,0,38.050558,-121.646924,0,73.0,0,0,0,1,1,1,1,0,1,1,2379,1,4,0,1,1,0,72,5265.2,0,1657.44,0.0,6922.64,1,1,913,0
25,71,9.84,281,3513,0,0,0,1,2,32.79697,-116.969082,1,85.6,1,1,10,0,0,0,0,1,0,1,55277,0,3,0,1,1,0,23,1868.4,0,226.32,0.0,2094.72,1,1,314,0
45,0,35.89,762,4165,2,0,1,0,3,34.281911,-118.556218,1,19.95,0,3,1,1,0,0,0,1,0,1,28067,0,3,0,0,0,0,68,1377.7,0,2440.52,28.98,3789.24,0,0,198,0
44,10,8.77,541,4773,0,0,1,1,1,34.091829,-118.491244,0,44.15,0,0,0,0,0,0,1,0,1,1,33523,0,1,0,0,0,0,1,44.15,0,8.77,0.0,52.92,0,1,44,1
42,25,14.46,617,2810,1,1,0,1,1,34.050322,-118.147037,0,58.0,0,0,0,0,0,1,0,0,1,1,33280,1,3,0,0,0,0,29,1734.5,0,419.34,0.0,2153.84,0,1,259,0
34,14,38.15,541,4488,0,1,0,1,2,34.052917,-118.255178,1,100.5,1,0,3,2,0,0,1,1,0,1,21,0,3,0,1,1,1,47,4707.1,0,1793.05,0.0,6500.15,0,1,58,0
29,73,0.0,161,4928,1,1,0,1,1,38.626128,-121.328011,0,44.45,0,0,0,2,0,1,1,0,0,0,58830,0,4,0,1,1,0,60,2773.9,0,0.0,0.0,2773.9,1,1,1305,0
48,9,15.77,534,5414,1,0,1,1,2,38.109125,-120.078597,1,94.25,0,0,1,2,1,0,1,1,0,1,683,0,3,0,1,1,1,53,4867.95,0,835.81,0.0,5703.76,0,1,1162,1
57,0,32.78,543,3007,0,0,1,0,3,37.222842,-121.988727,1,19.2,0,3,10,0,0,0,0,1,1,1,13290,0,5,0,0,0,0,1,19.2,0,32.78,0.0,51.98,0,0,1050,0
22,69,12.05,92,5267,0,0,1,1,2,34.059722,-117.39104,0,94.25,0,0,0,5,1,0,1,0,0,1,25995,0,3,0,1,1,1,7,669.0,0,84.35,0.0,753.35,1,1,428,1
42,76,43.37,421,5288,1,1,1,1,2,41.163637,-123.704841,1,94.8,0,3,1,0,1,1,0,1,1,1,3041,0,4,0,1,1,0,32,3131.55,40,1387.84,0.0,4559.39,0,0,1273,0
28,48,47.02,892,6173,2,1,0,1,2,40.692523,-122.369876,1,117.6,1,1,10,0,1,1,1,1,0,1,6277,1,3,0,1,1,1,72,8308.9,0,3385.44,5.44,11688.9,1,1,1503,0
50,14,41.78,979,5261,0,1,0,1,2,34.115192,-118.61017,0,111.05,1,0,0,0,1,1,1,0,1,1,5451,0,4,0,1,1,1,65,7107.0,0,2715.7,0.0,9822.7,0,1,91,0
57,0,13.34,782,5712,0,0,1,0,3,35.405722,-117.773354,0,20.3,0,0,0,3,0,0,1,0,0,1,117,0,5,0,0,0,0,26,511.25,0,346.84,0.0,858.09,0,0,747,0
46,16,42.1,102,2267,0,1,0,1,2,34.95703,-117.73045,0,93.0,0,1,0,0,0,1,0,0,0,1,2241,1,3,0,1,1,0,9,870.25,0,378.9,0.0,1249.15,0,1,726,0
25,85,18.36,1053,3096,0,1,1,1,2,39.117537,-122.284654,1,89.85,0,3,5,0,1,0,1,1,0,1,4579,0,5,0,0,0,1,34,3091.75,0,624.24,14.93,3701.06,1,1,1485,0
20,47,35.29,815,3744,0,1,0,1,2,38.784329,-121.373245,1,100.45,1,0,10,3,0,0,1,1,0,1,25418,0,5,0,1,1,1,34,3414.65,0,1199.86,0.0,4614.51,1,1,1392,0
38,26,0.0,937,3958,0,0,1,1,1,38.044523,-121.348048,0,35.55,0,0,0,0,0,0,1,0,0,0,30814,0,1,0,1,1,0,1,35.55,0,0.0,0.0,35.55,0,1,1105,1
25,52,0.0,705,5153,0,1,0,1,1,33.762759,-116.324817,0,54.15,0,0,0,3,1,0,1,0,1,0,19702,0,1,0,1,1,1,24,1240.25,0,0.0,0.0,1240.25,1,1,377,1
76,20,0.0,834,5702,0,0,0,1,0,32.886925,-117.152162,0,29.65,0,0,0,0,0,0,1,0,0,0,74232,1,2,1,0,0,0,10,291.4,110,0.0,0.0,401.4,0,0,365,1
46,0,45.77,834,5441,0,0,1,0,3,32.886925,-117.152162,1,19.9,0,1,4,5,0,0,0,1,2,1,74232,0,1,0,0,0,0,1,19.9,0,45.77,0.0,65.67,0,0,365,1
33,8,44.27,627,5096,2,1,0,1,2,36.863303,-121.781632,1,103.95,1,0,10,1,1,1,1,1,0,1,899,1,3,0,0,0,1,72,7556.9,70,3187.44,0.0,10814.34,0,0,1055,0
40,0,48.73,263,4444,2,0,1,0,3,33.921793,-118.140588,1,24.25,1,0,4,2,0,0,1,1,0,1,42459,0,5,0,0,0,0,62,1424.6,0,3021.26,0.0,4445.86,0,0,71,0
39,17,29.4,933,2227,0,0,0,1,2,34.364153,-118.615583,0,70.15,0,2,0,0,0,0,1,0,0,1,9937,0,2,0,0,0,0,4,268.35,0,117.6,21.69,364.26,0,1,217,1
57,17,23.72,1002,2081,0,0,0,1,2,34.141146,-117.655583,1,80.7,0,1,5,5,0,0,1,1,0,1,23331,0,4,0,0,0,1,3,239.45,0,71.16,0.0,310.61,0,1,274,0
55,0,7.8,534,4841,0,0,1,0,3,38.109125,-120.078597,0,19.65,0,0,0,0,0,0,1,0,0,1,683,0,5,0,0,0,0,2,31.2,0,15.6,0.0,46.8,0,0,1162,0
60,0,31.7,578,4784,2,0,0,0,3,35.666886,-119.186717,0,20.45,0,3,0,0,0,0,0,0,1,1,10781,0,4,0,0,0,0,49,1024.65,0,1553.3,0.0,2577.95,0,0,652,0
30,0,5.32,244,5674,2,0,0,0,3,36.27688,-117.033326,1,25.05,1,0,10,2,0,0,1,1,0,1,443,0,4,0,0,0,0,52,1270.25,0,276.64,0.0,1546.89,0,0,433,0
22,27,44.99,108,3895,0,0,0,1,2,33.03933,-115.191857,0,80.5,0,0,0,0,0,0,1,0,0,1,23394,0,4,0,1,1,0,13,1011.8,0,584.87,24.99,1571.68,1,1,381,0
79,29,47.35,500,3330,0,0,0,1,2,33.840524,-118.148403,0,98.25,1,0,0,0,1,0,1,0,0,1,30173,0,3,1,1,1,1,6,560.6,0,284.1,0.0,844.7,0,1,132,1
60,17,23.0,95,5819,0,0,0,1,2,38.343282,-122.9755,1,70.2,0,2,0,4,0,0,0,1,0,1,584,0,4,0,0,0,0,14,1046.5,0,322.0,0.0,1368.5,0,1,1006,0
51,22,0.0,74,2875,0,0,0,1,0,37.858898,-122.240512,0,50.35,0,0,0,0,1,0,1,0,0,0,12448,0,3,0,1,1,1,22,1098.85,0,0.0,0.0,1098.85,0,1,991,0
33,18,6.1,721,2613,2,1,1,1,2,40.343213,-121.815412,1,96.9,1,0,1,2,1,1,1,1,0,1,433,0,4,0,0,0,1,48,4473.45,0,292.8,0.0,4766.25,0,1,1543,0
60,23,25.26,1076,4994,0,0,1,1,2,35.013299,-116.834092,1,75.75,1,3,7,3,0,0,1,1,0,1,1195,0,3,0,0,0,0,27,1929.0,0,682.02,0.0,2611.02,0,1,465,0
21,0,38.28,766,2189,0,0,1,0,3,35.861928,-118.636698,0,26.35,1,3,0,5,0,0,0,0,1,1,266,0,3,0,0,0,0,6,184.05,0,229.68,0.0,413.73,1,0,657,0
34,10,28.4,834,4421,1,1,1,1,0,32.957195,-117.202542,1,87.4,1,0,1,1,1,0,0,1,0,1,28201,0,2,0,0,0,0,67,5918.8,0,1902.8,0.0,7821.6,0,1,369,1
55,0,47.31,7,2050,1,0,0,0,3,37.774633,-122.274434,0,21.05,0,0,0,0,0,0,0,0,0,1,58555,0,5,0,0,0,0,24,531.55,0,1135.44,0.0,1666.99,0,0,906,0
57,0,39.78,918,4884,2,0,0,0,3,37.023669,-121.946461,1,24.25,1,0,10,1,0,0,0,1,0,1,9823,0,3,0,0,0,0,69,1641.8,0,2744.82,45.75,4340.87,0,0,1069,0
68,11,27.75,739,6117,1,1,0,1,2,37.996462,-122.293716,1,105.95,1,0,1,0,0,0,1,1,1,1,16717,1,2,1,1,0,1,66,6975.25,0,1831.5,0.0,8806.75,0,1,948,1
78,23,0.0,947,5185,2,1,0,1,1,34.231053,-118.338307,0,50.5,0,0,0,0,1,0,1,0,0,0,46639,1,3,1,0,0,1,52,2566.3,0,0.0,0.0,2566.3,0,1,208,0
42,0,14.79,541,5695,0,0,0,0,3,34.048013,-118.293953,0,20.4,0,0,0,5,0,0,0,0,1,1,62784,0,4,0,0,0,0,3,63.15,0,44.37,0.0,107.52,0,0,4,0
52,3,16.67,792,3123,0,1,0,1,2,39.298065,-123.25211,1,102.8,0,0,1,0,1,0,1,1,0,1,5995,1,1,0,1,1,1,21,2110.15,0,350.07,0.0,2460.22,0,1,1246,1
32,9,0.0,1015,2573,0,0,1,1,1,34.360261,-119.306383,1,29.95,0,0,1,5,1,0,1,1,0,0,32899,0,2,0,0,0,0,9,248.95,10,0.0,0.0,258.95,0,0,592,1
51,0,20.77,678,6141,2,0,0,0,3,32.698964,-115.886656,0,25.15,1,0,0,1,0,0,1,0,1,1,471,0,5,0,0,0,0,66,1683.6,0,1370.82,0.0,3054.42,0,0,400,0
59,0,12.55,43,4272,1,0,0,0,3,35.116307,-118.817644,1,20.25,0,3,10,0,0,0,0,1,1,1,16206,0,5,0,0,0,0,9,172.35,0,112.95,0.0,285.3,0,0,622,0
34,11,42.85,45,4577,1,0,0,1,1,37.454924,-122.203168,1,49.7,0,2,2,2,0,1,1,1,0,1,6876,0,3,0,0,0,0,61,2961.4,0,2613.85,0.0,5575.25,0,1,850,0
36,11,13.94,298,5012,0,1,0,1,2,33.054579,-117.25665,1,109.6,1,2,5,2,0,1,1,1,1,1,47126,1,3,0,1,1,1,56,5953.0,0,780.64,0.0,6733.64,0,1,316,0
41,8,34.88,748,5641,0,0,1,1,2,37.329725,-120.306399,0,94.7,1,0,0,0,0,0,1,0,0,1,4150,0,1,0,1,1,1,25,2362.1,0,872.0,0.0,3234.1,0,1,1180,1
56,22,14.41,697,5904,1,1,1,1,2,34.18454,-119.224666,1,85.05,0,1,5,0,0,0,1,1,0,1,25322,0,4,0,0,0,1,40,3355.65,0,576.4,38.15,3893.9,0,1,604,0
51,13,27.3,944,5311,1,0,1,1,2,38.197907,-122.017258,0,86.35,0,0,0,2,0,1,0,0,1,1,39279,0,3,0,0,0,1,51,4267.15,0,1392.3,0.0,5659.45,0,1,963,0
58,0,15.71,903,5039,1,0,1,0,3,33.782346,-117.635263,0,19.5,0,0,0,0,0,0,0,0,1,1,1859,0,3,0,0,0,0,10,225.85,0,157.1,0.0,382.95,0,0,542,0
43,7,44.97,77,4948,1,1,0,1,0,34.099891,-118.414338,1,54.4,0,0,2,4,0,0,1,1,1,1,21397,1,5,0,0,0,0,18,957.1,0,809.46,0.0,1766.56,0,1,61,0
56,11,4.8,1026,5633,0,0,1,1,2,38.240419,-121.587535,0,74.35,0,0,0,0,1,0,1,0,0,1,2344,0,3,0,0,0,0,1,74.35,0,4.8,0.0,79.15,0,1,1370,1
41,18,5.43,739,5228,0,0,1,1,2,37.996462,-122.293716,0,86.6,1,0,0,5,0,0,1,0,0,1,16717,0,3,0,1,1,0,1,86.6,0,5.43,0.0,92.03,0,1,948,1
60,0,11.35,578,4836,1,0,0,0,3,35.666886,-119.186717,1,19.85,0,0,6,2,0,0,1,1,0,1,10781,0,3,0,0,0,0,53,1039.45,0,601.55,14.67,1626.33,0,0,652,0
76,16,5.19,998,5514,2,1,1,1,2,34.457829,-116.139589,0,101.05,1,0,0,0,0,0,1,0,0,1,14104,0,3,1,1,0,1,56,5594.0,10,290.64,0.0,5894.64,0,0,412,0
56,7,11.22,500,4941,1,1,1,1,2,33.841027,-118.078097,0,101.35,1,0,0,0,1,1,0,0,0,1,20890,0,4,0,0,0,1,68,7110.75,0,762.96,0.0,7873.71,0,1,134,0
55,20,9.36,60,4260,2,1,1,1,0,33.936298,-116.849577,0,89.55,1,2,0,2,1,1,0,0,2,1,25859,1,4,0,1,1,1,57,5012.35,0,533.52,30.45,5515.42,0,1,378,0
51,23,43.2,535,5769,2,1,1,1,1,33.802664,-118.179971,1,86.1,0,0,2,0,1,1,0,1,0,1,49647,1,4,0,1,1,1,62,5215.25,0,2678.4,0.0,7893.65,0,1,151,0
31,10,0.0,883,4429,0,0,0,1,1,36.625114,-121.823565,0,28.6,0,0,0,0,0,0,0,0,1,0,38244,1,2,0,0,0,0,37,973.55,0,0.0,0.0,973.55,0,1,836,1
66,2,6.03,500,5925,2,1,1,1,2,33.847755,-118.112532,1,104.15,1,0,0,0,1,0,1,1,0,1,27563,0,3,1,1,0,1,72,7689.95,0,434.16,0.0,8124.11,0,1,133,1
46,24,14.83,499,6079,2,1,0,1,1,32.909873,-116.906774,1,69.9,1,1,1,1,0,0,1,1,0,1,42277,1,3,0,1,1,0,67,4615.9,0,993.61,0.0,5609.51,0,1,324,0
31,29,43.69,961,4442,1,1,1,1,1,34.157137,-118.548511,0,64.85,0,3,0,0,0,1,0,0,1,1,27424,0,4,0,1,1,0,15,950.75,0,655.35,0.0,1606.1,0,1,210,0
30,59,34.47,834,2850,0,0,0,1,2,32.957195,-117.202542,0,85.8,1,0,0,5,0,0,0,0,1,1,28201,0,3,0,1,1,0,1,85.8,0,34.47,0.0,120.27,0,1,369,1
66,18,8.72,535,3558,2,1,0,1,2,33.797638,-118.11662,0,79.35,1,0,0,0,0,0,1,0,1,1,38902,0,5,1,0,0,0,23,1835.3,0,200.56,15.41,2020.45,0,1,157,0
35,29,24.72,1042,2518,0,0,1,1,2,38.592745,-121.540036,0,79.5,1,0,0,0,0,0,1,0,0,1,12756,1,1,0,0,0,0,27,2180.55,0,667.44,0.0,2847.99,0,1,1302,1
36,2,46.6,873,5659,0,0,1,1,0,38.526941,-122.709096,0,51.5,0,0,0,4,0,0,0,0,2,1,35057,1,1,0,0,0,0,17,900.5,0,792.2,35.34,1657.36,0,1,1198,1
73,0,15.9,1021,5209,2,0,0,0,3,33.17494,-117.242761,1,19.55,0,0,2,1,0,0,1,1,1,1,62036,0,3,1,0,0,0,70,1462.05,0,1113.0,0.0,2575.05,0,0,340,0
31,0,14.79,541,2698,0,0,0,0,3,33.988543,-118.334081,1,20.05,0,2,10,0,0,0,0,1,1,1,44764,0,3,0,0,0,0,20,406.05,0,295.8,0.0,701.85,0,0,38,0
79,9,29.15,1049,4621,1,1,1,1,2,33.972293,-116.654195,1,105.1,1,0,4,0,1,0,1,1,0,1,805,0,4,1,1,1,1,52,5376.4,0,1515.8,0.0,6892.2,0,1,414,0
52,8,23.45,834,6149,2,1,0,1,1,32.957195,-117.202542,0,89.65,1,0,0,0,1,1,0,0,0,1,28201,1,3,0,1,1,1,61,5308.7,0,1430.45,0.0,6739.15,0,1,369,0
40,0,15.91,360,3944,2,0,0,0,3,38.358464,-120.579304,1,19.75,0,3,6,3,0,0,0,1,1,1,21,0,3,0,0,0,0,39,757.95,0,620.49,0.0,1378.44,0,0,1119,0
36,0,20.18,864,5606,1,0,0,0,3,34.419203,-119.710008,0,19.15,0,0,0,0,0,0,0,0,1,1,31727,0,5,0,0,0,0,27,501.35,0,544.86,0.0,1046.21,0,0,612,0
27,47,17.58,832,5548,0,0,1,1,2,37.497915,-122.267361,1,94.4,1,0,1,2,1,1,1,1,1,1,28098,0,4,0,1,1,0,50,4914.9,0,879.0,0.0,5793.9,1,1,865,0
46,11,24.9,311,4655,0,0,1,1,1,33.362575,-117.299644,0,44.65,0,0,0,0,0,0,0,0,2,1,42239,0,1,0,0,0,0,2,74.9,10,49.8,0.0,134.7,0,0,320,1
34,25,47.1,91,2499,1,0,1,1,1,40.309088,-123.668201,1,55.1,1,1,2,0,0,0,1,1,1,1,199,1,4,0,0,0,0,25,1466.1,0,1177.5,0.0,2643.6,0,1,1260,0
47,28,0.0,743,5103,1,0,0,1,0,35.165668,-120.655842,0,39.5,0,0,0,0,1,1,0,0,1,0,8564,1,3,0,0,0,0,29,1082.75,0,0.0,0.0,1082.75,0,1,708,0
53,27,11.4,972,4803,2,0,0,1,2,33.53604,-116.119222,1,94.1,1,3,1,1,1,0,0,1,1,1,17018,1,4,0,0,0,1,67,6302.8,0,763.8,0.0,7066.6,0,1,409,0
31,0,10.22,823,4441,0,0,1,0,3,36.722898,-121.633648,0,19.75,0,0,0,5,0,0,1,0,1,1,53946,0,5,0,0,0,0,1,19.75,0,10.22,0.0,29.97,0,0,819,0
26,27,36.29,301,4233,0,1,0,1,2,33.141265,-116.967221,1,99.5,1,0,1,0,0,0,1,1,0,1,48690,0,1,0,1,1,1,37,3762.0,0,1342.73,0.0,5104.73,1,1,319,1
41,0,8.25,316,4848,1,0,0,0,3,37.089111,-122.062213,1,19.6,0,0,0,0,0,0,0,1,1,1,8728,0,3,0,0,0,0,52,1012.4,0,429.0,46.07,1395.33,0,0,1047,0
19,52,5.33,25,4235,0,1,1,1,0,38.071327,-120.632221,0,55.1,0,0,0,5,0,1,1,0,2,1,4264,0,1,0,0,0,0,2,113.35,0,10.66,0.0,124.01,1,1,1111,1
35,21,17.49,856,6311,2,0,0,1,2,33.744119,-118.31448,1,101.05,1,0,2,0,1,0,1,1,0,1,21279,0,4,0,1,1,1,61,5971.25,0,1066.89,0.0,7038.14,0,1,140,0
36,9,12.71,364,3676,0,0,1,1,2,39.597975,-122.032248,1,91.7,1,0,3,0,0,1,0,1,0,1,1454,0,3,0,0,0,1,38,3479.05,0,482.98,0.0,3962.03,0,1,1449,0
20,48,10.59,835,4839,0,1,0,1,2,34.102119,-117.815532,1,105.05,1,0,6,0,1,0,1,1,0,1,33878,0,2,0,1,1,1,52,5624.85,0,550.68,27.6,6147.93,1,1,270,1
53,30,0.0,739,5388,0,1,1,1,1,37.996462,-122.293716,0,33.6,0,0,0,0,0,1,0,0,1,0,16717,0,4,0,0,0,0,18,550.35,0,0.0,0.0,550.35,0,1,948,0
55,10,17.08,24,2969,0,0,0,1,2,40.448632,-122.306657,1,69.95,0,0,1,5,0,0,0,1,0,1,21418,0,2,0,0,0,0,5,330.15,0,85.4,0.0,415.55,0,1,1493,1
19,59,0.0,649,3072,0,0,1,1,1,33.62251,-117.927024,0,25.35,0,2,0,4,0,0,1,0,1,0,22133,0,4,0,0,1,0,19,566.1,0,0.0,0.0,566.1,1,1,538,0
44,21,27.24,951,2131,0,0,1,1,1,33.719221,-118.073596,1,61.45,0,1,4,0,0,0,0,1,1,1,1107,1,2,0,1,1,0,4,229.55,0,108.96,0.0,338.51,0,1,142,1
23,69,0.0,293,4324,0,0,1,1,1,38.434138,-121.30587,1,41.05,0,0,1,2,1,0,1,1,0,0,38534,0,2,0,1,1,0,59,2452.7,0,0.0,0.0,2452.7,1,1,1316,1
57,10,38.96,418,2328,0,0,0,1,1,39.117018,-120.212535,0,55.5,0,0,0,5,0,0,0,0,1,1,858,0,4,0,0,0,1,4,227.35,0,155.84,0.0,383.19,0,1,1587,0
29,59,48.45,600,3446,0,0,1,1,1,40.531257,-122.148139,0,49.45,0,0,0,0,0,0,1,0,1,1,830,1,4,0,0,0,0,16,799.0,0,775.2,0.0,1574.2,1,1,1535,0
35,17,20.37,837,3666,0,0,1,1,0,37.7795,-122.419233,0,45.45,0,0,0,0,0,0,0,0,1,1,28998,0,5,0,0,0,0,3,141.7,0,61.11,0.0,202.81,0,1,871,0
60,13,13.8,1071,3093,1,1,1,1,1,36.464635,-119.094348,1,59.8,0,2,5,0,1,1,0,1,0,1,8870,0,3,0,0,0,0,39,2343.85,140,538.2,0.0,3022.05,0,0,673,0
25,26,24.85,963,4115,2,1,0,1,2,32.587557,-116.636816,0,115.05,1,0,0,2,1,1,0,0,1,1,91,1,4,0,1,1,1,43,4895.1,0,1068.55,10.76,5952.89,1,1,306,0
77,30,13.02,843,2905,0,0,0,1,2,37.270938,-121.851046,1,90.6,1,0,1,5,1,0,1,1,0,1,36944,0,2,1,0,0,1,1,90.6,0,13.02,0.0,103.62,0,1,1094,1
28,48,38.71,435,3186,0,1,0,1,2,32.579134,-117.119009,1,95.5,1,2,5,0,0,0,1,1,0,1,26662,1,3,0,1,1,0,20,1916.2,0,774.2,0.0,2690.4,1,1,294,0
59,18,30.68,850,4487,2,1,0,1,0,33.162624,-117.170863,1,85.75,1,0,3,0,1,1,0,1,1,1,52664,1,3,0,1,1,1,71,6223.8,0,2178.28,4.6,8397.48,0,1,334,0
41,0,37.61,742,4115,0,0,1,0,3,34.432843,-118.730106,1,20.55,0,0,1,5,0,0,1,1,1,1,1459,0,1,0,0,0,0,3,51.15,0,112.83,0.0,163.98,0,0,605,1
54,28,34.62,779,4697,2,1,1,1,2,33.753146,-118.367459,1,107.6,1,0,8,0,0,0,1,1,0,1,41263,1,4,0,1,1,1,62,6912.7,0,2146.44,0.0,9059.14,0,1,87,0
48,16,31.23,173,4094,0,1,0,1,2,33.829583,-116.474131,0,83.25,1,0,0,2,1,0,1,0,0,1,43141,0,3,0,0,0,0,59,4949.1,0,1842.57,0.0,6791.67,0,1,385,0
53,18,0.0,209,2860,0,0,0,1,1,39.239818,-123.565432,0,30.9,0,0,0,0,0,0,1,0,0,0,371,1,2,0,0,0,0,2,59.05,0,0.0,0.0,59.05,0,1,1212,1
19,82,0.0,834,5024,0,0,0,1,0,32.827238,-117.089287,1,34.0,0,0,1,3,0,0,1,1,0,0,30206,0,1,0,0,0,1,25,853.0,0,0.0,0.0,853.0,1,1,364,1
23,46,26.45,407,5189,2,1,1,1,1,33.739415,-116.968339,0,79.45,1,0,0,1,1,1,1,0,1,1,29687,1,4,0,0,0,1,69,5502.55,80,1825.05,0.0,7407.6,1,0,487,0
66,8,20.19,656,6270,2,1,1,1,2,35.478736,-115.516984,1,102.1,1,0,2,0,0,0,0,1,0,1,162,1,4,1,1,1,1,64,6538.45,0,1292.16,0.0,7830.61,0,1,452,0
52,6,41.21,56,2332,0,0,1,1,2,35.449881,-118.841442,0,83.15,1,0,0,0,0,0,0,0,0,1,53481,0,4,0,0,0,1,35,2848.45,0,1442.35,18.84,4271.96,0,1,680,0
61,14,0.0,47,5535,1,1,1,1,1,36.991762,-119.242874,0,50.8,0,0,0,0,0,1,0,0,2,0,3464,1,4,0,1,1,0,9,463.6,0,0.0,0.0,463.6,0,1,753,0
46,28,4.7,452,6307,2,0,0,1,0,34.167236,-116.281511,1,84.95,1,0,1,2,1,1,1,1,0,1,8141,1,4,0,1,1,1,62,5150.55,0,291.4,4.68,5437.27,0,1,394,0
58,2,1.02,535,3468,0,1,0,1,2,33.819814,-118.222416,1,100.05,0,0,3,2,0,0,1,1,1,1,35656,1,5,0,1,1,1,48,4834.0,0,48.96,37.45,4845.51,0,1,154,0
61,0,47.5,77,2320,2,0,0,0,3,34.099891,-118.414338,1,19.4,0,1,9,0,0,0,0,1,1,1,21397,0,4,0,0,0,0,46,967.85,0,2185.0,0.0,3152.85,0,0,61,0
73,26,26.95,301,4457,0,0,0,1,2,33.141265,-116.967221,1,70.55,0,0,1,0,0,0,0,1,0,1,48690,0,3,1,0,0,0,47,3309.25,0,1266.65,26.99,4548.91,0,1,319,1
37,18,38.28,242,2078,0,0,0,1,2,38.544002,-121.685559,0,74.9,1,0,0,0,0,0,0,0,1,1,648,0,1,0,0,0,0,2,147.15,0,76.56,0.0,223.71,0,1,1311,1
59,0,30.1,1026,6373,2,0,1,0,3,38.240419,-121.587535,1,19.15,0,3,2,0,0,0,1,1,2,1,2344,0,5,0,0,0,0,63,1177.05,0,1896.3,0.0,3073.35,0,0,1370,0
36,29,2.87,636,3597,0,1,1,1,2,33.548869,-117.334165,0,95.0,1,0,0,3,1,1,1,0,1,1,36149,1,3,0,0,0,0,30,2852.4,0,86.1,0.0,2938.5,0,1,497,0
61,2,47.03,554,2031,0,0,1,1,2,34.238162,-117.534306,0,99.8,1,0,0,0,1,0,1,0,0,1,1090,0,1,0,1,1,1,7,673.25,10,329.21,0.0,1012.46,0,0,449,1
33,23,13.77,227,2862,0,1,1,1,1,40.080342,-120.957805,1,72.8,1,2,4,0,1,0,1,1,0,1,178,1,4,0,0,0,1,13,930.05,0,179.01,0.0,1109.06,0,1,1441,0
75,19,0.0,402,2617,1,0,0,1,1,33.914775,-118.348083,1,29.9,0,2,0,0,1,0,0,1,0,0,93315,0,5,1,0,0,0,48,1388.75,0,0.0,0.0,1388.75,0,1,76,0
53,30,0.0,849,5638,1,1,1,1,1,35.236549,-120.727344,1,53.15,0,0,5,0,0,1,0,1,1,0,31982,0,3,0,1,1,1,35,1930.9,0,0.0,0.0,1930.9,0,1,689,0
